analisis,valor,modelo,pares,rutas_diferentes,tiempo_medio_min,desviacion_media_min,p90_medio_min,IC_medio_pct,efecto_observado,conclusion
Penalización de riesgo,9.0,Ajustada por variabilidad,3,1.0,9.07359399878558,1.432923755375305,10.951164878183183,83.73333333333333,Sin cambios hasta lambda 6; uno con 6.5 y dos desde 9.5,Estable ante penalizaciones moderadas y sensible desde lambda 6.5
Penalización de riesgo,9.5,Ajustada por variabilidad,3,2.0,9.852286609845173,1.5547101132654602,11.863154208346069,83.93333333333332,Sin cambios hasta lambda 6; uno con 6.5 y dos desde 9.5,Estable ante penalizaciones moderadas y sensible desde lambda 6.5
Penalización de riesgo,10.0,Ajustada por variabilidad,3,2.0,9.852286609845173,1.5547101132654602,11.863154208346069,83.93333333333332,Sin cambios hasta lambda 6; uno con 6.5 y dos desde 9.5,Estable ante penalizaciones moderadas y sensible desde lambda 6.5
Velocidades imputadas,0.85,Menor tiempo,3,2.0,9.594663945409275,1.515658384961552,11.590209338578601,83.73333333333333,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Velocidades imputadas,0.85,Ajustada por variabilidad,3,2.0,10.139765191133247,1.5994482322410069,12.216602631320631,83.89999999999999,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Velocidades imputadas,1.0,Menor tiempo,3,1.0,9.064038138847595,1.431446220758471,10.947750156218005,83.69999999999999,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Velocidades imputadas,1.0,Ajustada por variabilidad,3,1.0,9.07359399878558,1.432923755375305,10.951164878183183,83.73333333333333,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Velocidades imputadas,1.15,Menor tiempo,3,1.0,8.668312734542207,1.3685281213239715,10.460430539550899,83.73333333333333,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Velocidades imputadas,1.15,Ajustada por variabilidad,3,1.0,8.680878714900285,1.3704691536353264,10.470045340262615,83.8,Cambian los tiempos; difieren dos pares con 0.85 y uno con 1.00 o 1.15,Frágil ante la velocidad imputada en al menos un caso
Réplicas Monte Carlo,200.0,Menor tiempo,3,,9.088365308550458,1.4798881914292934,11.018729270370194,84.0,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
Réplicas Monte Carlo,200.0,Ajustada por variabilidad,3,,9.096151580621983,1.4804851980124099,11.018409023180629,84.16666666666667,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
Réplicas Monte Carlo,1000.0,Menor tiempo,3,,9.064038138847595,1.431446220758471,10.947750156218005,83.69999999999999,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
Réplicas Monte Carlo,1000.0,Ajustada por variabilidad,3,,9.07359399878558,1.432923755375305,10.951164878183183,83.73333333333333,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
Réplicas Monte Carlo,5000.0,Menor tiempo,3,,9.05113171237204,1.3865742068108295,10.870550988076388,83.93333333333334,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
Réplicas Monte Carlo,5000.0,Ajustada por variabilidad,3,,9.0601368360602,1.3878456621527402,10.883289777604526,83.92,Media y percentil 90 se estabilizan al aumentar las réplicas,Razonablemente robusta con 1000 réplicas
